chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr14	103779885	103780385	MARK3	-0.0904748459432226	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.638491910423727	NA	NA	NA	NA	1	NA	K562	103851700	chr14.2493_top_two
chr14	103779885	103780385	TRAF3	-0.0492250674775707	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.970492937436859	NA	NA	NA	NA	0.84	NA	K562	103243515	chr14.2493_top_two
chr14	103779885	103780385	TRMT61A	-0.036994890788058	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.954952740766977	NA	NA	NA	NA	1	NA	K562	103995508	chr14.2493_top_two
chr14	103779885	103780385	XRCC3	0.0899720352081992	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.914230849209326	NA	NA	NA	NA	0.89	NA	K562	104181822	chr14.2493_top_two
chr14	103779885	103780385	ZFYVE21	-0.0537742075410802	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.940084221752598	NA	NA	NA	NA	0.94	NA	K562	104182080	chr14.2493_top_two
chr11	350345	351205	ANO9	0.156509075857987	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.717133202477454	NA	NA	NA	NA	0.86	NA	K562	442010	chr11.30_top_two
chr11	350345	351205	AP2A2	-0.0297963364046689	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.978264523385215	NA	NA	NA	NA	1	NA	K562	925858	chr11.30_top_two
chr11	350345	351205	BET1L	0.0441062743533369	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.929504510125629	NA	NA	NA	NA	1	NA	K562	207421	chr11.30_top_two
chr11	350345	351205	CD151	-0.0485454497489914	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.770290811627186	NA	NA	NA	NA	1	NA	K562	832951	chr11.30_top_two
chr11	350345	351205	CHID1	0.0278704917422059	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.94782912239925	NA	NA	NA	NA	1	NA	K562	910873	chr11.30_top_two
chr11	350345	351205	DEAF1	-0.0847633784681238	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.465710055181873	NA	NA	NA	NA	1	NA	K562	695103	chr11.30_top_two
chr11	350345	351205	EPS8L2	-0.0673164204305021	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.926771358763154	NA	NA	NA	NA	0.94	NA	K562	706169	chr11.30_top_two
chr11	350345	351205	HRAS	-0.0566503729946742	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.694582089136592	NA	NA	NA	NA	1	NA	K562	535616	chr11.30_top_two
chr11	350345	351205	IFITM1	-0.221329402792707	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	2.61337758996763e-08	NA	NA	NA	NA	1	NA	K562	313990	chr11.30_top_two
chr11	350345	351205	IRF7	0.154853506027088	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.722610549329735	NA	NA	NA	NA	0.81	NA	K562	616027	chr11.30_top_two
chr11	350345	351205	PDDC1	-0.0111706055754613	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.990576607048191	NA	NA	NA	NA	1	NA	K562	777501	chr11.30_top_two
chr11	350345	351205	PHRF1	-0.142847895119315	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.415097399678038	NA	NA	NA	NA	0.99	NA	K562	576445	chr11.30_top_two
chr11	350345	351205	PKP3	-0.0756479901098875	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.4960848568497	NA	NA	NA	NA	1	NA	K562	394182	chr11.30_top_two
chr11	350345	351205	PNPLA2	0.0272203021936142	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.984979888941221	NA	NA	NA	NA	0.99	NA	K562	819550	chr11.30_top_two
chr11	350345	351205	POLR2L	-0.0199721894803561	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.942536089739621	NA	NA	NA	NA	1	NA	K562	842578	chr11.30_top_two
chr11	350345	351205	PSMD13	-0.0366044423477948	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.865337178254355	NA	NA	NA	NA	1	NA	K562	236957	chr11.30_top_two
chr11	350345	351205	PTDSS2	0.00238915617050384	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.998135527708602	NA	NA	NA	NA	1	NA	K562	450279	chr11.30_top_two
chr11	350345	351205	RASSF7	0.0288292908970897	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.959248873155653	NA	NA	NA	NA	1	NA	K562	560949	chr11.30_top_two
chr11	350345	351205	RIC8A	0.0376631828964238	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.929592231024865	NA	NA	NA	NA	1	NA	K562	207660	chr11.30_top_two
chr11	350345	351205	RNH1	0.0103991126156473	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986226308324218	NA	NA	NA	NA	1	NA	K562	507270	chr11.30_top_two
chr11	350345	351205	RPLP2	0.0159950591525211	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.944332897405102	NA	NA	NA	NA	1	NA	K562	809935	chr11.30_top_two
chr11	350345	351205	SIGIRR	0.005640448180388	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993884850276761	NA	NA	NA	NA	1	NA	K562	415048	chr11.30_top_two
chr11	350345	351205	SIRT3	-0.027450093639614	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.977435269828087	NA	NA	NA	NA	1	NA	K562	236361	chr11.30_top_two
chr11	350345	351205	SLC25A22	-0.0313512525394903	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.980543230782018	NA	NA	NA	NA	0.94	NA	K562	798294	chr11.30_top_two
chr11	350345	351205	TALDO1	-0.0349991266286874	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.828127776184111	NA	NA	NA	NA	1	NA	K562	747431	chr11.30_top_two
chr11	350345	351205	TMEM80	0.0849835066572135	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.782915911884314	NA	NA	NA	NA	1	NA	K562	695740	chr11.30_top_two
chr11	350345	351205	TOLLIP	0.018065192268748	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986873110100648	NA	NA	NA	NA	1	NA	K562	1330891	chr11.30_top_two
chr11	350345	351205	TSPAN4	-0.0611748965472397	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.91778576490751	NA	NA	NA	NA	0.98	NA	K562	842840	chr11.30_top_two
chr4	81048405	81048925	ANTXR2	-0.540259884028293	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	2.79602889934534e-23	NA	NA	NA	NA	0.99	NA	K562	80994676	chr4.2002_top_two
chr4	81100685	81101205	ANTXR2	-0.228453808516914	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.00588416783673284	NA	NA	NA	NA	1	NA	K562	80994676	chr4.2006_top_two
chr19	47747305	47747805	AP2S1	-0.00882980399481581	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.987414906000786	NA	NA	NA	NA	1	NA	K562	47354146	chr19.5064_top_two
chr19	47747305	47747805	ARHGAP35	-0.00537417462651024	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.997614234212643	NA	NA	NA	NA	0.92	NA	K562	47422132	chr19.5064_top_two
chr19	47747305	47747805	BBC3	-0.302942295580199	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	1.54194711854403e-06	NA	NA	NA	NA	0.99	NA	K562	47734450	chr19.5064_top_two
chr19	47747305	47747805	CALM3	0.0175821276320676	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.962767384945622	NA	NA	NA	NA	1	NA	K562	47104506	chr19.5064_top_two
chr19	47747305	47747805	CARD8	0.0903116660669105	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.857793687346345	NA	NA	NA	NA	0.96	NA	K562	48759202	chr19.5064_top_two
chr19	47747305	47747805	CCDC8	-0.0609924382232211	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.93458250978894	NA	NA	NA	NA	0.95	NA	K562	46916868	chr19.5064_top_two
chr19	47747305	47747805	CCDC9	-0.0394763145776458	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.978719193609083	NA	NA	NA	NA	0.86	NA	K562	47759780	chr19.5064_top_two
chr19	47747305	47747805	DHX34	-0.0514265509664263	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.957815125823266	NA	NA	NA	NA	0.93	NA	K562	47852587	chr19.5064_top_two
chr19	47747305	47747805	KPTN	-0.0376964222452169	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.979899972955084	NA	NA	NA	NA	0.85	NA	K562	47987520	chr19.5064_top_two
chr19	47747305	47747805	LIG1	-0.016015368791291	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.99234390414898	NA	NA	NA	NA	0.97	NA	K562	48673609	chr19.5064_top_two
chr19	47747305	47747805	NAPA	0.0375986409610527	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.946169909683144	NA	NA	NA	NA	1	NA	K562	48018314	chr19.5064_top_two
chr19	47747305	47747805	PPP5C	-0.0100341865182811	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993857442186932	NA	NA	NA	NA	1	NA	K562	46850300	chr19.5064_top_two
chr19	47747305	47747805	PRKD2	-0.0510989146047363	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.919959005454634	NA	NA	NA	NA	1	NA	K562	47220383	chr19.5064_top_two
chr19	47747305	47747805	SAE1	-0.0270795226854749	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.960505829948786	NA	NA	NA	NA	1	NA	K562	47634079	chr19.5064_top_two
chr19	47747305	47747805	SLC1A5	0.0125343039772106	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986873110100648	NA	NA	NA	NA	1	NA	K562	47291891	chr19.5064_top_two
chr19	47747305	47747805	STRN4	0.0605355005484951	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.932665024238682	NA	NA	NA	NA	0.94	NA	K562	47249769	chr19.5064_top_two
chr19	47747305	47747805	TMEM160	-0.013178822644917	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.97959606108222	NA	NA	NA	NA	1	NA	K562	47551881	chr19.5064_top_two
chr19	47747305	47747805	ZC3H4	0.0515316915088444	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.968892776980551	NA	NA	NA	NA	0.85	NA	K562	47617058	chr19.5064_top_two
chr11	64765565	64766585	AP5B1	-0.118479919464834	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.745713876777175	NA	NA	NA	NA	0.96	NA	K562	65548411	chr11.3163_top_two
chr11	64765565	64766585	ARL2	-0.0523013478892195	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.590492514515696	NA	NA	NA	NA	1	NA	K562	64781584	chr11.3163_top_two
chr11	64765565	64766585	ATG2A	-0.127740799516699	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.771512530668451	NA	NA	NA	NA	0.87	NA	K562	64684721	chr11.3163_top_two
chr11	64765565	64766585	BAD	-0.0153153424210085	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.982505236428641	NA	NA	NA	NA	1	NA	K562	64052175	chr11.3163_top_two
chr11	64765565	64766585	BATF2	-0.500191211779726	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.0102766519387728	NA	NA	NA	NA	0.32	NA	K562	64757798	chr11.3163_top_two
chr11	64765565	64766585	C11orf68	0.0224136418293157	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.985827455759459	NA	NA	NA	NA	0.98	NA	K562	65686580	chr11.3163_top_two
chr11	64765565	64766585	CAPN1	0.00639243781255128	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993857442186932	NA	NA	NA	NA	1	NA	K562	64949335	chr11.3163_top_two
chr11	64765565	64766585	CCDC85B	0.0482668717608561	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.553419125214925	NA	NA	NA	NA	1	NA	K562	65658074	chr11.3163_top_two
chr11	64765565	64766585	CCDC88B	0.0162995307929112	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.990576607048191	NA	NA	NA	NA	1	NA	K562	64108339	chr11.3163_top_two
chr11	64765565	64766585	CDCA5	-0.0154745540145107	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.983270651473655	NA	NA	NA	NA	1	NA	K562	64851564	chr11.3163_top_two
chr11	64765565	64766585	CFL1	-0.0150106207576576	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.951565610441972	NA	NA	NA	NA	1	NA	K562	65625703	chr11.3163_top_two
chr11	64765565	64766585	DNAJC4	-0.0170194363153564	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.969611169421786	NA	NA	NA	NA	1	NA	K562	63998002	chr11.3163_top_two
chr11	64765565	64766585	DPF2	-0.00396271622866351	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.996591496928961	NA	NA	NA	NA	1	NA	K562	65101274	chr11.3163_top_two
chr11	64765565	64766585	DRAP1	0.0105503323858314	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.982505236428641	NA	NA	NA	NA	1	NA	K562	65686877	chr11.3163_top_two
chr11	64765565	64766585	EHBP1L1	0.00269307998027046	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.998135527708602	NA	NA	NA	NA	1	NA	K562	65343508	chr11.3163_top_two
chr11	64765565	64766585	EHD1	-0.032315211871404	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.972006357774906	NA	NA	NA	NA	0.98	NA	K562	64646089	chr11.3163_top_two
chr11	64765565	64766585	ESRRA	0.0322214461463686	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.933554678045432	NA	NA	NA	NA	1	NA	K562	64072949	chr11.3163_top_two
chr11	64765565	64766585	FAM89B	-0.018651060593895	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.982796208350634	NA	NA	NA	NA	1	NA	K562	65339969	chr11.3163_top_two
chr11	64765565	64766585	FAU	-0.00353941753535125	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993829415092623	NA	NA	NA	NA	1	NA	K562	64889671	chr11.3163_top_two
chr11	64765565	64766585	FERMT3	0.00315611992697229	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.996965277449723	NA	NA	NA	NA	1	NA	K562	63974151	chr11.3163_top_two
chr11	64765565	64766585	FIBP	0.00585631333882275	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993736026880065	NA	NA	NA	NA	1	NA	K562	65655959	chr11.3163_top_two
chr11	64765565	64766585	FKBP2	-0.0169534122469152	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.957064756169657	NA	NA	NA	NA	1	NA	K562	64008503	chr11.3163_top_two
chr11	64765565	64766585	FOSL1	-0.0213053623755379	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.981981719525624	NA	NA	NA	NA	1	NA	K562	65667946	chr11.3163_top_two
chr11	64765565	64766585	FRMD8	0.0283346373481816	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.983796278235391	NA	NA	NA	NA	0.98	NA	K562	65154090	chr11.3163_top_two
chr11	64765565	64766585	GPR137	-0.0281208646754939	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.974504617133553	NA	NA	NA	NA	1	NA	K562	64052660	chr11.3163_top_two
chr11	64765565	64766585	KAT5	-0.00198165980409548	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.998239601118212	NA	NA	NA	NA	1	NA	K562	65479722	chr11.3163_top_two
chr11	64765565	64766585	LTBP3	0.0284975816247333	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986820909318761	NA	NA	NA	NA	0.92	NA	K562	65325748	chr11.3163_top_two
chr11	64765565	64766585	MACROD1	0.0349943034477176	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.934201274200656	NA	NA	NA	NA	1	NA	K562	63933634	chr11.3163_top_two
chr11	64765565	64766585	MAP3K11	0.0179014070162407	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986286322006399	NA	NA	NA	NA	1	NA	K562	65381719	chr11.3163_top_two
chr11	64765565	64766585	MEN1	-0.0343961619243246	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.969611169421786	NA	NA	NA	NA	0.99	NA	K562	64578084	chr11.3163_top_two
chr11	64765565	64766585	MRPL49	0.0344847254470868	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.929873184531891	NA	NA	NA	NA	1	NA	K562	64889754	chr11.3163_top_two
chr11	64765565	64766585	MUS81	-0.0326870222807956	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.951247348976564	NA	NA	NA	NA	1	NA	K562	65628121	chr11.3163_top_two
chr11	64765565	64766585	NUDT22	-0.0124050461727673	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.985827455759459	NA	NA	NA	NA	1	NA	K562	63993745	chr11.3163_top_two
chr11	64765565	64766585	POLA2	-0.0402463723913498	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.959580166645676	NA	NA	NA	NA	0.99	NA	K562	65029372	chr11.3163_top_two
chr11	64765565	64766585	PPP1R14B	0.0195560214906905	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.935171443644308	NA	NA	NA	NA	1	NA	K562	64014412	chr11.3163_top_two
chr11	64765565	64766585	PRDX5	-0.00475782243278866	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.992428112393729	NA	NA	NA	NA	1	NA	K562	64085559	chr11.3163_top_two
chr11	64765565	64766585	RASGRP2	0.123985142647991	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.805653871722598	NA	NA	NA	NA	0.84	NA	K562	64512329	chr11.3163_top_two
chr11	64765565	64766585	RELA	0.0868203856818492	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.701882513961998	NA	NA	NA	NA	1	NA	K562	65430442	chr11.3163_top_two
chr11	64765565	64766585	RNASEH2C	-0.0173785327913475	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.964302683972616	NA	NA	NA	NA	1	NA	K562	65488308	chr11.3163_top_two
chr11	64765565	64766585	RPS6KA4	-0.023170951181671	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.987414906000786	NA	NA	NA	NA	0.97	NA	K562	64126574	chr11.3163_top_two
